"","3MIN","7.5MIN","15MIN","30MIN","60MIN","110MIN","2.5H","5H","0MIN"
"YLR109W",2.0241991,3.2925005,3.6860971,2.851801,2.3847986,3.1144003,2.8631991,3.2496001,0
"YLR110C",0.58309541,0.65190356,-0.15110089,0.11299365,-0.39219958,0.7197004,0.63939889,0.59609551,0
"YLR111W",0.3023015,0.41599657,0.4632981,0.4918018,0.33910317,0.32690545,0.2695,0.28749594,0
"YLR112W",0.92570326,1.005903,0.99110003,0.85339689,0.97189849,1.3212008,1.3552024,1.2901,0
"YLR113W",-0.3237994,-0.64170052,-0.54790013,-0.40860015,0.010206943,0.37029822,0.27540046,0.20790534,0
"YLR114C",-0.31269918,-0.43780106,-0.29700033,-0.20129912,-0.024999411,-0.037499839,0.11540619,0.073998417,0
"YLR115W",-0.10260002,-0.081000178,0.19939909,0.59530314,0.96200108,1.1856002,1.0957017,1.0467006,0
"YLR116W",-0.21790014,-0.059899418,0.052095878,-0.074000581,-0.46410033,-0.52080049,-0.67280013,-0.55579942,0
"YLR117C",-0.20670004,-0.10390024,-0.19290066,-0.21580092,-0.508701,-0.61269923,-0.63179934,-0.6213996,0
"YLR118C",0.19029879,0.19600265,0.28749594,0.32560516,-0.08240021,0.20630564,0.1314973,0.1732042,0
"YLR119W",-0.90820134,-0.73029894,-0.65910052,-0.69159951,-0.6970996,-0.2685995,-0.36039922,-0.14350027,0
"YLR120C",-0.28160023,-0.15460068,-0.17999999,-0.48500014,0.10100455,0.17869552,0.060005867,0.12559821,0
"YLR121C",-0.28039948,-0.44580018,-0.48530103,-0.44170101,0.4044999,0.2584948,0.19060222,0.11930305,0
"YLR122C",-0.99600063,-1.106001,-1.3288987,-1.6747011,-1.5106996,-1.6712003,-1.6131979,-1.5604003,0
"YLR123C",-0.84490103,-0.81019947,-1.0251007,-1.3097993,-1.2408987,-1.3518991,-1.3717994,-1.3086016,0
"YLR124W",-0.001499739,-0.082299399,-0.12410044,-0.091700483,-0.1149005,-0.16710027,-0.19469929,-0.23730081,0
"YLR125W",-0.46679949,-0.42120037,-0.59819917,-0.8584992,-0.84719874,-0.91819955,-0.8608999,-0.89519907,0
"YLR126C",0.039405145,0.15909954,0.046700587,0.20700573,0.83070153,0.35919504,0.45250055,0.44350057,0
"YLR127C",-0.19269949,-0.30699977,-0.30920032,-0.19570023,-0.099800535,0.012697384,0.036805732,-0.096600716,0
"YLR128W",-0.65570097,-0.65150015,-0.55310013,-0.67199999,-0.60069982,-0.42649944,-0.43750014,-0.3418004,0
"YLR129W",1.6528995,1.468599,1.5475979,1.688901,1.1642971,0.93799967,0.9540027,0.74930256,0
"YLR130C",-0.16910056,-0.22799952,-0.40200076,-0.38219939,-0.12460051,-0.18750013,-0.10159969,-0.04289963,0
"YLR131C",0.41230461,0.53249651,0.65799663,0.66720183,-0.020700435,1.2922988,1.2140999,1.3571973,0
"YLR132C",0.31549667,0.59380312,0.50960464,-0.043000698,-0.74540112,0.30819776,-0.084399557,0.27939998,0
"YLR133W",0.39550158,0.5438027,0.56730206,-0.076800607,-1.0925986,0.015197809,-0.51550092,0.011395448,0
"YLR134W",1.694898,2.1993991,2.1943014,2.9841992,2.6995006,2.984099,3.1145003,2.9445999,0
"YLR135W",0.027493802,-0.073100317,-0.15540063,-0.17900008,-0.064600601,-0.53899958,-0.37509994,-0.64690033,0
"YLR136C",1.009297,0.65010279,0.46410362,0.83569775,0.69170388,0.36590526,0.47429586,0.36740462,0
"YLR137W",0.26880565,0.23589858,0.1592029,-0.003800733,0.09990111,0.37429947,0.31120083,0.4021,0
"YLR138W",0.14050383,0.14059544,0.17409957,0.2869048,0.099995339,-0.24900083,0.03889968,-0.13210037,0
"YLR139C",0.19460401,0.49190439,0.15300109,0.16659977,0.52519692,0.19650633,-0.16109985,-0.044700589,0
"YLR140W",0.06820302,0.095100752,0.057401748,0.063295842,0.24290123,0.028894429,0.024206188,0.083397204,0
"YLR141W",0.0296013,0.10269844,0.092396898,0.10920007,0.16419415,-0.061500408,-0.011400378,-0.025799645,0
"YLR142W",-0.51360071,-0.43769944,-0.59580096,-1.5563,-3.6859007,-4.5152988,-4.1309012,-4.5093001,0
"YLR143W",0.78290336,0.71499717,0.90679826,1.109501,0.87750084,0.75980352,0.786496,0.7101992,0
"YLR144C",0.3691035,0.59760268,0.65350033,0.70939652,0.27649667,0.52289942,0.40239475,0.46480417,0
"YLR145W",0.25080396,0.21910345,0.24390058,0.30850068,0.19310306,0.20060479,0.31650492,0.40750504,0
"YLR146C",0.82899708,0.93869981,1.0233973,1.2494029,0.89649662,0.86030336,0.8285016,0.85359651,0
"YLR147C",0.42699464,0.56859642,0.47269571,0.66380002,0.60660331,0.44910175,0.45359659,0.43579925,0
"YLR148W",-0.010400276,-0.059000392,0.049798027,0.32169725,0.39079973,0.60820366,0.65219735,0.67080409,0
"YLR149C",-1.9897988,-1.6566991,-1.6511014,-2.3953973,-2.8839973,-2.8995982,-3.0249011,-2.942895,0
"YLR149C-A",0.29360591,0.4015977,0.51609585,0.61610358,0.67229861,0.58059897,0.65649637,0.50420341,0
"YLR150W",0.82219987,1.1796002,1.3266006,1.9216001,1.597698,2.1938001,2.532499,2.4284989,0
"YLR151C",-1.5219995,-1.5400019,-1.5579005,-1.700399,-0.59650103,-1.1544,-0.86709945,-0.98449958,0
"YLR152C",-1.2253997,-1.6292019,-1.624301,-1.7528016,-2.0266988,-2.0624025,-2.2259969,-2.2530991,0
"YLR153C",-1.1311995,-0.94639927,-0.66389946,-0.49389979,-0.081600026,0.80890396,0.67100345,0.68550066,0
"YLR154C",-0.40250029,-0.41619982,-0.093600389,0.008300427,1.1584986,1.1044977,1.1705981,1.0207973,0
"YLR158C",-1.5412988,-1.5686017,-1.8602005,-2.5508961,-3.0790025,-3.2973956,-3.1141976,-3.4194006,0
"YLR161W",-0.47689978,-0.59570067,-1.0799995,-1.2994999,-1.238599,-1.5067011,-1.4172012,-1.602898,0
"YLR162W",0.029502359,0.061195547,0.092004418,0.27569842,0.45800396,0.66259746,0.68460333,0.64659586,0
"YLR163C",-0.14360067,-0.10800074,-0.38569911,-0.47980005,-0.53590056,-0.40160049,-0.44660017,-0.42909995,0
"YLR164W",-0.27830012,-0.31870007,-0.37539934,-0.670199,-0.60799918,-0.44470017,-0.4563992,-0.43539941,0
"YLR165C",-0.7796007,-0.95140109,-0.96260091,-1.0565992,-1.0683986,-1.0665996,-1.0628003,-0.87339976,0
"YLR166C",-0.2988999,-0.32170089,-0.25270026,0.079101579,0.27279959,0.57090005,0.53610265,0.66400034,0
"YLR167W",0.51090117,1.2484012,1.2446983,1.0830023,1.9407982,1.4891987,1.9135999,1.6233003,0
"YLR168C",-0.39240029,-0.6142995,-0.68320085,-0.58639942,-1.7936018,-1.7113981,-1.7199987,-1.8529017,0
"YLR169W",0.11439368,0.15210552,0.16549394,0.13190551,0.16950175,0.16030065,0.18750173,0.18750173,0
"YLR170C",-0.69430025,-0.77370111,-0.69529973,-0.62619925,-0.74630112,-0.91520096,-0.97350019,-0.79960111,0
"YLR171W",0.050494732,0.052596741,0.086593568,0.16500505,0.17110432,0.20030346,0.21509457,0.20249922,0
"YLR172C",0.31139848,0.4669977,0.66430079,1.0280033,0.68689938,0.73709832,0.66490148,0.58770102,0
"YLR173W",-0.43180052,-0.49499935,-0.60619942,-0.92839932,-1.5767984,-1.3206987,-1.5342992,-1.3070016,0
"YLR174W",-1.9682999,-2.6237985,-2.9816051,-4.0779008,-4.7739019,-5.0759993,-5.1377011,-5.1225994,0
"YLR175W",1.2595979,1.2209985,1.2621986,1.3305986,1.0882027,1.1751988,1.3258987,1.2658029,0
"YLR176C",-0.74150037,-0.91069983,-0.81119905,-0.55109905,-0.29139955,-0.86779959,-0.67689976,-0.90239999,0
"YLR177W",-1.6206008,-1.5971993,-1.6181983,-1.6779011,-1.497201,-1.2988005,-1.3990985,-1.3082014,0
"YLR178C",-1.8307009,-2.2676978,-2.0449015,-2.644704,-2.7118045,-2.763396,-2.8598967,-2.6688956,0
"YLR179C",0.30719534,0.56760386,0.5974978,0.50650039,0.97979855,1.559898,1.5768994,1.4539021,0
"YLR180W",1.5157024,1.6634995,1.2562981,0.58199712,-0.1988993,0.8859023,0.79019651,0.67839647,0
"YLR181C",-0.96710078,-1.0734995,-0.81760008,-0.66169996,0.032806145,0.045904224,0.32010337,0.23440322,0
"YLR182W",0.076600139,-0.032300165,0.10190552,0.40019908,0.7602976,0.68790276,0.87089731,0.80530071,0
"YLR183C",0.580898,0.64799597,0.37389873,0.54730175,3.3158995,3.008001,3.1635003,2.9166008,0
"YLR184W",-0.046399506,-0.015100089,0.061803842,0.04879418,0.070293145,0.093005707,0.084703809,0.099995339,0
"YLR185W",0.89500009,1.0327991,1.0820008,1.0375017,1.274202,1.0751013,1.2324029,0.9330967,0
"YLR186W",0.99520228,1.125499,0.98660025,1.1071991,0.85779791,0.88110074,0.85210274,0.83100163,0
"YLR187W",1.2477999,1.3114973,0.9656033,0.89089801,0.78950391,0.84429726,0.78469661,0.68550066,0
"YLR188W",0.36200411,0.51869627,0.67059564,1.0617002,1.4327991,1.1121997,1.1059998,0.94759884,0
"YLR189C",-0.63730008,-0.56310047,-0.6793998,-0.98649915,-1.2271988,-0.98899966,-1.1500007,-0.92269957,0
"YLR190W",0.46010297,0.8063983,1.1586989,1.1007019,0.21570344,1.9764003,1.8274004,1.9278017,0
"YLR191W",-0.052999712,-0.079700601,-0.20199927,-0.38310034,-0.77470039,-0.9151003,-0.94629919,-0.95490097,0
"YLR192C",0.35400072,0.55590448,0.64669723,0.92719863,0.72510418,0.71649931,0.62329566,0.72989641,0
"YLR193C",-0.96520113,-0.86850007,-1.0345001,-1.1283992,-1.2985982,-1.5086004,-1.4979994,-1.5913012,0
"YLR194C",0.34420357,0.26819482,0.23719657,0.99049748,0.93820297,1.4344014,1.117602,1.3436978,0
"YLR195C",-0.070599832,0.15310489,0.27799665,0.61370137,0.71729805,0.82940309,0.75119804,0.83990317,0
"YLR196W",1.444402,1.6852988,1.7409017,2.0604002,1.8535007,1.6172985,1.5624012,1.5420995,0
"YLR197W",1.6098022,1.8301985,1.9281997,2.0132014,1.6785993,1.4239976,1.5260989,1.3830988,0
"YLR198C",0.59230155,0.71089568,0.68299571,0.85960386,0.73339773,0.65920303,0.50979717,0.59780288,0
"YLR199C",0.7190958,0.74310129,0.86679723,0.88849974,0.82640408,0.94520315,0.90739833,0.90589768,0
"YLR200W",0.49249928,0.58069544,0.80510256,0.97209707,1.1702007,1.3231971,1.4102,1.3972992,0
"YLR201C",-1.6016978,-2.0753984,-1.9073974,-1.8034987,-1.4372012,-0.86109905,-0.8633991,-0.74749956,0
"YLR202C",-1.1995999,-1.1626994,-1.2370985,-1.4970992,-1.3358995,-1.1408987,-1.3716986,-1.1289008,0
"YLR203C",-1.1001995,-1.1083009,-1.3217009,-1.3506991,-1.402199,-1.1731989,-1.5267014,-1.2494004,0
"YLR204W",-0.33919913,-0.28699931,-0.59909926,-0.45819972,-0.29300008,-0.25189949,-0.45480061,-0.30500039,0
"YLR205C",1.2605978,1.5999985,1.3956003,0.51790052,-0.39250066,-0.37750065,-0.27830012,-0.18639979,0
"YLR206W",-0.8816004,-0.68609942,-0.90920076,-1.3452015,-1.2429016,-0.63829901,-0.85649948,-0.61520085,0
"YLR207W",-0.65439924,-0.51699894,-0.4374005,-0.34839947,0.028003278,0.089104881,0.006894011,0.11129845,0
"YLR208W",-0.22139947,-0.062800261,0.25680537,0.39729916,0.62009839,0.87990177,0.88229872,0.95579635,0
"YLR209C",0.23939804,0.46690376,0.77049925,0.94250325,1.0615965,1.3415987,1.4082988,1.3295025,0
"YLR210W",0.10249689,0.61080399,0.75359598,0.87979985,1.1470005,1.1420016,1.2877973,1.1472025,0
"YLR211C",-0.7003005,-0.65340046,-0.59079917,-0.81790016,-0.9069997,-0.58489902,-0.6823,-0.48259932,0
"YLR212C",0.094506339,0.20149586,0.041299063,0.57599963,1.843799,1.5776004,1.5840004,1.3924988,0
"YLR213C",-0.15259953,-0.14530054,-0.16889943,0.093303254,0.014498127,-0.15950051,-0.011499263,-0.067199523,0
"YLR214W",0.90709833,0.4826005,0.38950073,1.2856981,1.7300008,1.4731011,1.1798995,1.7117988,0
"YLR215C",0.63879674,0.63389615,0.70869932,0.66879991,0.34339645,0.2170942,0.19099405,0.12759366,0
"YLR216C",-0.78699994,-1.1484009,-1.4076009,-1.6737986,-1.5453987,-0.045200676,0.040401515,-0.15090065,0
"YLR217W",0.087394948,-0.016300419,0.028102322,0.083696739,-0.031199967,0.15759998,0.056902551,0.022801,0
"YLR218C",-0.89989967,-1.2480016,-1.0931987,-1.6126022,-1.5626998,-0.76799996,-1.0614989,-0.5391002,0
"YLR219W",-0.54540084,-0.52909981,-0.45039982,-0.91090054,-1.286899,-0.92559869,-1.0488987,-1.0711999,0
"YLR220W",-0.24530059,-0.20739948,-0.054600551,-0.44660017,-0.77390091,-0.6724,-0.60339988,-0.608901,0
"YLR221C",0.63770298,0.55169811,0.63250089,0.93259792,0.52780101,0.3491048,0.4233953,0.41429793,0
"YLR222C",1.3070029,1.4271019,1.369701,1.3382989,1.1662013,0.87729665,0.87330137,0.88170377,0
"YLR223C",0.74360114,0.49470233,0.6217026,0.59640089,0.12260646,-0.3043001,-0.27160054,-0.41130095,0
"YLR224W",0.17530103,0.22829538,0.057401748,-0.21809982,-0.54359965,-0.92230033,-0.98549902,-0.96900012,0
"YLR225C",-0.85870063,-0.8854011,-0.75160118,-0.9692995,-1.0304012,-0.71219913,-0.7289999,-0.56519939,0
"YLR226W",-0.35000018,-0.34019963,-0.27559944,-0.64620022,-0.86570019,-1.1976992,-1.0500991,-1.0353012,0
"YLR227C",0.27259657,0.23059653,0.095505893,0.42779923,0.62810166,0.44679615,0.46789504,0.43109873,0
"YLR228C",-0.67740034,-0.76149926,-0.79510057,-0.65679914,-0.25139966,-0.656599,-0.53320063,-0.6422003,0
"YLR229C",0.51329871,0.54209953,0.6786038,0.7407031,0.80539978,0.78229952,0.83599681,0.76970405,0
"YLR230W",0.22610156,0.15389611,0.18899586,0.27449426,0.20890426,0.24910549,0.1822982,0.15859555,0
"YLR231C",-0.38259995,-0.44559975,-0.26979917,-0.058500007,-0.12509919,0.20780541,0.32590445,0.43579925,0
"YLR232W",-0.048300315,-0.049200159,-0.036799644,-0.044599402,0.041803688,0.12539983,0.067597418,0.004105833,0
"YLR233C",-0.5560009,-0.54540084,-0.72910034,-0.73060054,-0.062200647,-0.29919988,-0.21190067,-0.37159966,0
"YLR234W",-0.19909969,0.05640318,0.070705312,-0.27140028,-0.005200178,-0.22170057,-0.3213998,-0.38770035,0
"YLR235C",0.41709908,0.34659954,0.38329786,0.30539858,-0.23440076,-0.36749911,-0.30819965,-0.32390052,0
"YLR236C",0.36750526,0.61589649,0.3653006,0.12769931,0.009705472,-0.009700036,-0.030900728,0.045303168,0
"YLR237W",0.27499512,-0.1515992,-0.07259957,-1.006501,-2.8999966,-2.9964956,-3.0695972,-3.112899,0
"YLR238W",-0.43870026,-0.38150009,-0.36689992,-0.42449984,-0.4056005,-0.29869936,-0.33449989,-0.20630051,0
"YLR239C",-0.55729956,-0.51119915,-0.65699932,-0.61129907,-0.23070049,0.036693219,-0.022500254,-0.030900728,0
"YLR240W",-0.55659916,-0.53600096,-0.47899953,-0.5630003,-0.51640037,0.007898734,-0.090400452,-0.093300237,0
"YLR241W",-0.77359998,-0.65719952,-0.47840044,-0.74619948,-0.4178005,-0.16190019,-0.26540006,-0.056200169,0
"YLR242C",-0.1041995,-0.24720004,-0.2235995,-0.072100513,-0.19140077,-0.33569921,-0.21380012,-0.11959971,0
"YLR243W",0.67500292,0.88440255,0.72719729,0.76120016,0.42559895,0.35659458,0.22680444,0.25360208,0
"YLR244C",0.1813952,-0.1810006,-0.072300722,0.002594517,-0.062200647,-0.13089929,-0.033200415,-0.21619974,0
"YLR245C",0.10049331,0.25519857,0.23669466,0.60630008,0.65390383,0.75970127,0.5932964,0.67419848,0
"YLR246W",-0.12519989,-0.074899888,-0.25869957,-0.71009945,-1.1334987,-1.1496006,-1.1275006,-1.1496998,0
"YLR247C",0.37720151,0.25080396,0.24059521,-0.045900493,-0.01639964,-0.18570061,-0.14569948,-0.21399924,0
"YLR248W",-0.51400033,-0.68899918,-0.47360061,-0.70129946,-1.1213986,-0.89460083,-0.87819946,-0.82629944,0
"YLR249W",0.91040265,0.82389607,0.55239675,0.55049685,0.49190439,0.15899617,0.42140375,0.42550227,0
"YLR250W",-0.61389982,-0.69900009,-0.3760002,-0.6662992,-1.0409005,-0.977199,-0.88479892,-0.86639965,0
"YLR251W",-0.46650044,-0.40060031,-0.36419918,-0.4616009,-0.4872007,-0.3927999,-0.46260055,-0.29440068,0
"YLR252W",-0.46039945,-0.52140089,-0.50369924,-0.56990103,-0.6153003,-0.43659973,-0.47389913,-0.35640052,0
"YLR253W",0.062605293,0.10740667,0.063903252,0.14070014,-0.13079977,-0.014299938,-0.12950034,-0.02910071,0
"YLR254C",-0.34580096,-0.3635995,-0.23050075,0.02859744,-0.45810063,-0.7181012,-0.69949903,-0.40549922,0
"YLR255C",-0.36410077,-0.29720063,-0.34189914,-0.42409909,-0.39330005,-0.39219958,-0.27260053,-0.43100091,0
"YLR256W",0.56599679,0.4338034,0.56849914,0.17830033,0.009103477,-0.047199777,-0.059400224,-0.3004004,0
"YLR257W",0.60849702,0.99769706,-0.14310034,-0.47540068,-0.88080055,-0.70789913,-0.94489877,-0.67230114,0
"YLR258W",-1.4509006,-1.7927018,-1.7299998,-2.1011029,-2.3580027,-1.9392,-2.4472964,-1.8287983,0
"YLR259C",-1.388601,-1.6388021,-1.8794994,-2.1115018,-1.9535006,-1.2293012,-1.2234007,-1.0992997,0
"YLR260W",0.026205157,0.14899916,0.26309452,0.20840489,-0.054200549,0.22700167,0.16710097,0.13549547,0
"YLR261C",-0.36620055,-0.46069922,-0.19460022,-0.13279936,-0.18249953,0.16969415,0.24679721,0.33120073,0
"YLR262C",-0.061700656,-0.22520071,-0.12169998,-0.093000148,-0.11399933,0.17480267,0.25179785,0.33390455,0
"YLR262C-A",0.45659591,0.54219861,0.85330107,1.1595,1.1347992,1.1297973,1.2023989,1.0713027,0
"YLR263W",0.17780301,0.061098749,-0.13820023,0.07639491,0.45230022,0.018206857,0.045806395,-0.012399719,0
"YLR264W",1.126398,1.3665992,1.5764012,1.5343007,1.6052999,1.6767007,1.7063007,1.5824019,0
"YLR265C",-0.51119915,-0.75550015,-0.79409957,-0.49559927,-0.002499469,0.20680574,0.10770126,0.32950252,0
"YLR266C",-0.088699581,-0.24510053,-0.70759988,-1.4386983,-1.6305994,-1.6705985,-1.5277992,-1.5465994,0
"YLR267W",-0.32450019,-0.20670004,-0.46700088,-2.2255988,-3.645,-3.8012997,-3.7497,-3.6609009,0
"YLR268W",-0.001099753,0.19219417,0.39790151,0.71139799,1.2120027,1.4470025,1.3363005,1.3059997,0
"YLR269C",-0.12129977,-0.095800327,-0.15990018,-0.098599771,-0.14129963,-0.1381002,-0.086099958,-0.098700183,0
"YLR270W",-1.9540986,-1.9677976,-1.827999,-2.4546009,-2.7719041,-1.653101,-2.1331031,-1.5766004,0
"YLR271W",-1.3495001,-1.3335997,-1.1800016,-1.0017987,-0.90110079,-0.68759969,-0.71490085,-0.536501,0
"YLR272C",0.44769556,0.74479832,0.87279725,1.0806986,1.2791979,1.419102,1.4825024,1.4079998,0
"YLR273C",0.046099863,-0.040700188,-0.00709963,0.32999613,1.0423992,0.79420374,0.73219972,0.64940392,0
"YLR274W",1.1200002,1.208898,1.1697968,1.5904008,1.1783003,1.0385977,0.69770266,0.85590202,0
"YLR275W",0.36740462,0.22449722,0.19879586,-0.011099402,-0.32059962,-0.42120037,-0.23699983,-0.22549924,0
"YLR276C",1.0096983,1.1127001,1.0545985,1.141897,1.0511981,0.84590348,0.73120062,0.765,0
"YLR277C",-0.002399754,-0.13820023,-0.091500639,0.14349791,0.29329985,0.14940246,0.27250102,0.17279471,0
"YLR278C",0.34199713,0.071103629,0.11029642,-0.3824006,-0.86819982,-0.9865992,-0.9876001,-1.0129994,0
"YLR279W",0.125704,0.28039813,0.21940088,0.044799766,-0.00410019,-0.061700656,-0.064799772,-0.040700188,0
"YLR280C",0.63140234,0.74490163,0.72080378,0.96620157,0.70700345,0.6479039,0.661704,0.66420065,0
"YLR282C",0.010693919,-0.031199967,-0.048700176,0.004393523,-0.000200549,0.021195425,0.088304451,0.047105585,0
"YLR283W",-0.83559986,-1.1143007,-1.1732998,-1.2660002,-0.58799896,-0.35249944,-0.34430013,-0.31970085,0
"YLR284C",-1.2238994,-1.4404005,-1.3656,-1.5433999,-1.2568004,-1.0382996,-1.1027007,-0.86709945,0
"YLR285W",0.27069637,0.39599504,0.68480079,0.97069907,0.87680177,1.1107975,1.0423011,1.0998001,0
"YLR286C",-0.70850017,-0.4692001,-0.74479902,-0.68210091,0.4015977,1.3108985,1.0155975,1.3743996,0
"YLR287C",0.98919715,0.92779787,0.98009844,1.2384995,0.91149985,0.86999771,0.87260027,0.93000303,0
"YLR287C-A",0.71369581,0.83599681,0.90069875,0.94449866,1.165301,1.1016971,1.2247997,1.1093004,0
"YLR288C",-0.003400108,-0.13449921,-0.11369959,0.02329794,0.21839681,-0.15899947,0.093600739,-0.11109976,0
"YLR289W",-0.35300055,-0.58059918,-0.63240081,-0.43350045,-0.29120005,-0.4251002,-0.29789925,-0.28160023,0
"YLR290C",-1.2111005,-0.98030093,-0.95579895,-1.8898987,-1.8754019,-0.84220085,-1.0007013,-0.7667991,0
"YLR291C",0.50909787,0.45200495,0.41050393,0.56749677,0.67039622,0.83999989,0.89120141,0.85370029,0
"YLR292C",0.033497007,0.064896644,0.20169659,0.162094,0.35090454,0.46839564,0.4165047,0.51830348,0
"YLR293C",0.14899916,0.21330373,0.44970399,1.0395034,0.92310353,0.736804,0.77029626,0.75489605,0
"YLR294C",-1.1705011,-1.7552006,-2.1291027,-1.9247001,-2.1919989,-2.1100001,-2.2234007,-2.1606982,0
"YLR295C",-1.3762005,-1.7962,-2.1406983,-1.835502,-1.9284021,-1.9429005,-2.0706998,-2.0244021,0
"YLR296W",-0.84979909,-1.1082013,-1.2056998,-1.1640986,-1.1879011,-1.4055011,-1.3690019,-1.4348981,0
"YLR297W",-2.1368989,-2.2577971,-2.2777998,-1.7075009,-2.1034011,-1.0010998,-1.5579982,-1.0556003,0
"YLR298C",-0.05689934,0.015997031,0.054098289,-0.12780006,-0.57390059,-0.37050069,-0.4414992,-0.45250082,0
"YLR299W",0.002493706,-0.087400717,-0.2397995,-1.3660016,-1.6899019,-1.5320987,-1.6079992,-1.5789001,0
"YLR300W",-0.29139955,-0.54339989,0.060102738,-0.25289966,-0.58010088,0.78349856,0.66009804,0.97480094,0
"YLR301W",-0.001700497,0.22620023,0.69080147,0.81369706,0.83560075,1.951599,1.8432,2.1717,0
"YLR302C",0.30760339,0.32999613,0.35270204,0.4246964,0.24039982,0.40619922,0.35910506,0.4557967,0
"YLR303W",0.36060026,0.5879026,0.39499697,0.7804025,0.37750138,0.42089735,0.18770441,0.2239044,0
"YLR304C",-1.5676007,-1.6004986,-1.0144005,-0.039700336,-1.9646013,-0.98739986,-0.77579916,-0.97169961,0
"YLR305C",0.26410401,0.35090454,0.26940425,0.58840163,0.83599681,0.57299635,0.69370328,0.46129805,0
"YLR306W",-0.029900277,0.037593076,0.29829466,0.52710037,0.58579902,0.72279824,0.78179613,0.78910322,0
"YLR307W",-0.99869928,-0.994899,-0.80940031,-0.8474012,-0.9905009,-1.1326001,-0.81110033,-0.90649932,0
"YLR308W",-0.21690045,-0.18050021,-0.1800997,-0.18680042,-0.12809959,-0.078900388,-0.10729968,-0.10079962,0
"YLR309C",0.24180358,0.38760518,0.45180456,0.47659944,0.37680157,0.50790117,0.48899823,0.42129602,0
"YLR310C",0.35070091,0.42030453,0.20690574,0.35249866,0.27009831,0.28060005,0.19290113,0.21999556,0
"YLR311C",-1.4384989,-1.767801,-1.7916975,-3.228395,-3.7224008,-4.0556993,-4.0828992,-4.0736993,0
"YLR312C",-1.4404984,-1.8519015,-2.0278985,-3.2609953,-3.5360997,-3.8979993,-3.8299991,-3.9591003,0
"YLR312W-A",-0.080699585,-0.12759988,-0.33250021,0.062204623,-0.17700071,-0.15179953,-0.13040019,-0.10540028,0
"YLR313C",0.55900227,0.67419848,0.51049613,0.39720057,1.0275009,0.72299929,0.67380062,0.6132959,0
"YLR314C",0.32929585,0.7143994,0.8943017,1.067797,1.8117998,2.0237983,2.0190009,2.1023995,0
"YLR315W",-0.38690028,-0.49060007,-0.44010101,-0.14430047,0.42000264,0.2332009,0.25540405,0.23870127,0
"YLR316C",0.74490163,0.8931991,0.89029882,0.86870257,0.63559653,0.38699851,0.42719851,0.44939762,0
"YLR317W",-0.47960089,-0.39949997,-0.38109983,-0.034200204,0.66620213,0.49150424,0.56599679,0.47750119,0
"YLR318W",0.59849861,0.38319831,0.12520143,-0.16930009,-0.18680042,-0.35640052,-0.35189907,-0.30129967,0
"YLR319C",0.45880194,0.52920127,0.55140281,0.69629657,0.75080371,0.76359854,0.77619665,0.76370051,0
"YLR320W",1.0083004,0.65549838,0.73970123,0.59590462,0.25529527,0.16049429,0.1508066,0.099604921,0
"YLR321C",-0.046800331,-0.052899438,0.17079677,0.25109493,0.22339784,0.32169725,0.36629703,0.41050393,0
"YLR322W",-0.09719937,-0.098000536,-0.11480051,-0.13070026,-0.011999608,-0.005100276,0.01789341,0.044394119,0
"YLR323C",-0.32579971,-0.42829989,-0.4459004,-0.55790048,-0.97819908,-0.82169967,-0.91719933,-0.86490122,0
"YLR324W",-0.83000062,-0.69590021,-0.70110008,-1.0976995,-1.0880002,-0.34979976,-0.51519985,-0.17810043,0
